OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10 
+,6931,2558,4062,6108,617,7303,1390,5426,7171,5041
+,444,3371,1211,1837,3687,8393,2298,8541,3732,9105
-,657,0,0,0,0,0,0,0,0,0
+,3292,1326,4074,880,1805,2055,2721,4741,3064,8722
+,1737,1528,1581,6369,9221,6500,690,4921,1726,8053
+,8974,4512,301,2584,2584,5986,7594,2710,585,4553
-,874,0,0,0,0,0,0,0,0,0
+,3873,2832,7800,2280,36,6293,8390,3755,6573,8819
+,7618,3064,9387,7160,9146,7426,9614,7468,9913,4717
+,4604,8135,5780,7408,7745,8655,5846,4248,7838,8182
+,487,3056,1779,386,7688,8183,7785,6042,8816,2492
+,7723,3431,6201,4536,1866,6762,9523,3778,9416,5706
+,7791,2405,948,9015,2318,6546,3251,7533,3295,777
+,6710,4831,5872,3640,9819,8639,9184,8763,7132,2644
+,1310,417,2889,1211,2075,2195,2381,1828,971,2560
+,9567,2292,2445,7903,2547,4946,5377,7896,7260,176
+,1397,2130,404,1561,2072,7715,1510,1761,4446,7742
+,9383,4395,5646,3893,3635,9660,799,7394,7619,8912
+,8349,5465,7878,1541,136,118,2150,7144,3983,3122
+,6862,1151,2115,2372,5505,4585,7952,6877,8824,9773
+,1858,6784,348,6142,7365,3009,7741,8852,4462,581
+,293,2947,6726,1953,2827,5487,9413,3064,7236,1217
+,4953,11,9679,8626,9231,6471,9280,1513,207,2856
+,3429,8193,8424,1241,7541,727,484,7075,2636,7223
-,498,0,0,0,0,0,0,0,0,0
+,2022,7874,1461,1979,8501,2750,2980,2861,8632,4477
+,5454,2489,7460,3915,4003,8040,5306,655,159,7761
+,7207,365,5561,8393,707,9108,7208,2388,1376,8896
+,9553,7438,1185,2470,2987,3737,7380,6354,6678,2358
+,1613,6639,8893,4784,2985,4712,8912,9018,580,9805
+,2571,2706,9944,6048,8878,5895,6580,5891,7582,8622
+,512,3453,2485,3419,5046,4368,30,2581,9572,5165
+,6766,8770,9508,3843,1352,5975,6494,2338,6899,2695
+,4278,1486,2160,9004,759,2253,6285,2099,4252,4767
+,3648,4630,3802,9391,9485,1770,5047,7927,2551,4337
+,4190,1325,4598,6799,6491,6555,4212,5331,5185,8055
+,9435,7296,3028,6105,8689,9144,463,1378,4798,7913
+,3795,3887,9441,4103,335,5660,732,6776,5241,2459
+,4478,6595,8115,5431,3248,7368,1005,4270,1851,5454
+,4079,3738,8442,7292,6022,5697,8662,3217,1637,6231
+,7131,8984,2463,9155,7038,2187,2989,75,7283,1172
+,7609,1876,2839,7530,7816,6846,5373,3963,5457,8636
-,884,0,0,0,0,0,0,0,0,0
+,5517,3234,1781,1324,1887,4025,5791,4035,221,8070
+,7943,711,9769,1697,1843,6768,5863,6394,9680,299
+,5892,1509,6805,416,5282,8595,8430,8223,6090,3956
+,452,4041,7528,6002,7552,6788,2967,1298,960,2297
+,3043,7302,5813,8240,2278,62,9909,5518,940,5409
+,3627,4948,8955,4617,6622,4200,1871,9028,2777,9757
+,8479,5502,5929,4113,825,9737,6523,6670,4736,6955
+,3726,1419,2219,6297,1338,2093,1586,7770,3258,6170
+,3160,4605,1551,4807,9899,9447,3075,73,9892,3011
-,131,0,0,0,0,0,0,0,0,0
+,3560,6648,6313,3846,2330,3579,2795,8522,6228,436
+,533,3049,9121,2580,1816,4549,7628,2272,865,879
+,9843,1512,6215,9580,9891,7821,4013,6798,8530,1142
+,1890,2156,3505,666,315,4740,6589,7614,9526,2235
+,603,5902,6261,9332,2441,7774,3242,5064,9079,7727
+,3260,2493,3207,1929,5983,3415,1164,3671,6656,2458
+,2216,3359,5339,951,1086,5493,6215,8044,3725,7625
-,426,0,0,0,0,0,0,0,0,0
+,8336,5087,3547,8476,4819,5136,9672,1570,284,1199
+,8541,2775,677,6835,6732,8714,2327,5912,8247,4010
+,6763,8279,2225,4051,3306,831,6228,767,9806,6003
+,3780,9997,3305,7017,3444,8284,976,4015,3166,5830
+,3450,987,7374,5228,6123,4988,6348,2425,25,1548
+,8019,1707,4679,4062,8017,4723,7513,3050,4029,6329
+,9186,4379,5,1710,6906,3959,89,1142,3792,2891
+,7003,1504,4064,5173,2216,9838,6259,7720,3553,1949
-,353,0,0,0,0,0,0,0,0,0
+,3492,1828,6798,691,2108,5757,5631,1357,2910,8596
+,7436,7457,5802,5132,3641,4523,9009,6379,1285,2072
+,6066,2188,6725,3300,25,8876,3347,4497,852,1412
+,1039,43,9702,9201,5349,8303,6485,7148,5519,193
-,696,0,0,0,0,0,0,0,0,0
+,6077,5134,6209,1025,9849,5237,5154,9757,518,5391
+,671,3499,4661,1568,4316,4302,8598,2642,5883,1326
+,8944,9402,2796,6767,2025,591,9685,2735,8500,4128
+,2104,3018,6508,8376,560,4949,2903,5623,8214,3874
+,1983,6576,1086,9064,6521,7862,6374,984,777,263
-,221,0,0,0,0,0,0,0,0,0
+,8775,1725,4039,5536,8496,5505,1746,830,8834,9030
-,398,0,0,0,0,0,0,0,0,0
+,6218,2455,2418,3213,5057,5914,6437,3075,4259,4731
+,8835,8656,8524,9870,6005,5788,2585,2927,1701,8891
-,214,0,0,0,0,0,0,0,0,0
+,3393,5519,4663,3611,765,8924,4637,16,2023,847
+,5630,945,2855,5338,3450,1891,4584,397,7587,7548
+,6920,5892,7879,8076,4469,6885,3954,8011,6402,8354
+,4020,2419,2770,6097,4565,549,8682,1118,1603,1764
+,4032,114,2584,6555,501,1824,1896,8045,7483,9020
+,4875,409,7780,1108,5099,270,2825,5132,5299,2446
-,667,0,0,0,0,0,0,0,0,0
+,8935,7854,4055,6604,4130,9744,8484,7831,323,9935
-,45,0,0,0,0,0,0,0,0,0
+,3225,4409,8632,7924,7318,6109,5991,2155,2700,3453
+,7803,4168,434,926,6766,5356,706,9890,2345,3589
+,7898,4948,1681,9165,6909,3140,3067,3175,7862,3489
+,3275,1629,2462,3121,3065,9734,2147,2393,7129,9993
+,7129,2742,3362,5873,6750,1713,657,344,1955,6389
+,1254,252,8959,3740,3784,4548,9255,426,1706,1869
+,4183,7611,7413,5131,5934,9979,2616,1400,3870,7481
+,3548,1583,4712,7883,8775,1600,1327,856,1491,4543
+,6915,9355,9688,4351,8978,2111,9133,8558,4142,7053
+,5527,3041,1102,4302,9910,4178,5773,469,2621,6649
+,2113,1535,3109,719,2824,4029,5887,8173,6219,931
-,38,0,0,0,0,0,0,0,0,0
+,4870,4342,9795,6233,8283,3049,5344,5243,5593,9791
+,1245,7244,1252,7415,7863,6821,5557,7147,5551,25
+,6953,9365,9225,2527,935,4049,1628,4167,6178,2163
+,9790,4924,753,3399,9891,1536,3340,8694,4772,6439
+,799,7466,3763,5043,7773,1533,8318,4425,9659,9429
+,7597,7576,1823,4794,8835,2513,5334,8142,3438,3760
+,7621,3612,631,3142,4329,5292,2924,5290,6160,557
+,6712,8982,2125,7798,3489,432,9432,2526,9222,6697
+,9436,3415,3738,5745,2974,6440,7565,5807,555,2593
+,1836,9545,9316,531,4881,6021,371,4364,6399,8407
+,3309,6294,6931,9861,3602,8386,3764,409,3984,7265
-,34,0,0,0,0,0,0,0,0,0
+,9816,6764,5827,5045,9138,8443,8289,4404,5956,4201
+,8188,9125,1410,6163,3579,2908,180,7136,1926,1558
+,6044,458,5431,1968,896,2854,6910,7154,5434,2393
+,6663,7171,6712,7216,2973,6540,6304,4731,6099,8422
+,3519,1884,3171,9065,8147,6896,1863,6112,3799,1676
+,2695,1050,5643,4324,6776,497,2060,6501,8354,3033
+,1318,9875,1064,3324,3866,2078,9116,8013,1537,792
+,4485,4179,2954,9751,1037,4722,7869,4238,6751,7727
+,5351,2019,3314,1467,8895,8731,3691,298,5476,9112
-,470,0,0,0,0,0,0,0,0,0
+,6158,2193,3973,8115,2553,3717,943,8864,9402,6246
+,9883,744,9343,9393,7027,1595,4749,2013,4338,6786
+,8022,9346,30,8558,4488,6605,7343,3303,5420,2423
+,1265,4911,7664,9891,4803,9123,9873,8988,4688,2791
+,5369,6617,8593,7260,6581,965,7547,4401,7214,9101
+,6579,7784,6882,158,9205,7173,7943,8540,582,9361
+,7500,1598,1010,3275,9558,1564,4802,836,7252,3601
+,6430,9885,6095,6125,6201,951,5526,3825,5307,7318
+,2525,1163,5573,4094,9560,9654,4331,3726,679,8793
+,3486,992,4700,5980,5548,1909,3726,4741,424,8125
+,685,4983,9926,4538,2971,4623,5479,8838,8199,6305
+,4918,2574,71,1704,8104,5961,6155,3669,9887,5954
+,9472,2652,7372,3969,5143,9701,2048,983,6862,9015
+,5279,8721,1538,3890,6401,7927,6475,6176,3805,5168
+,5166,9464,2431,3595,8206,1393,6335,8300,5082,783
+,6588,1021,806,1831,1433,8030,871,2566,8121,3892
+,8138,1171,141,9432,3419,5688,6046,493,1474,6696
+,9276,9978,6190,1697,6442,6982,8156,8680,138,1994
+,7451,838,9770,1853,1286,7616,6131,632,1928,7994
+,272,6578,4104,8357,5866,336,8484,5589,3452,2201
+,8878,911,9859,5339,2754,9622,4911,637,2095,5367
+,53,3458,8959,3273,4153,3243,3628,3881,1568,1124
+,1431,9136,8244,2994,5444,3281,9349,2744,2713,586
+,5348,903,3200,5110,8212,7445,3106,3309,2152,6021
+,9712,5270,3245,7440,6023,6111,8411,5440,4661,6623
+,6369,2630,8044,4437,860,7039,741,3122,9909,1072
+,4150,1133,8707,4514,8575,4186,1906,1137,6698,3437
+,6043,4162,4867,7658,3034,4166,866,2759,6015,200
+,665,3937,2139,6263,8596,1242,9790,8824,73,6475
+,5435,9553,5711,7445,1268,8698,9618,119,4489,8404
+,6199,7589,7882,7936,4916,3080,2022,5839,6883,5098
+,527,2231,6136,6582,1150,6942,6105,2429,6266,8724
+,6836,7906,2400,4125,4753,643,4513,5444,607,3817
+,7552,5856,6140,6438,1307,3718,1700,9618,1849,9991
+,8650,9143,7175,5703,1322,8905,1175,6179,3861,7914
+,9471,3953,4145,4354,4059,9558,9832,3979,9243,2068
+,189,2766,650,2183,4898,633,4565,8207,8586,1928
+,5565,6301,6932,1959,8188,4584,4767,4383,7638,5383
+,5959,5769,1382,2635,9236,9508,9010,1930,2824,4330
-,281,0,0,0,0,0,0,0,0,0
+,734,8363,5357,9603,5141,7579,1710,9844,3270,8984
+,3655,2176,9622,6673,1896,8836,926,4212,6796,5134
+,1966,6716,663,6640,1260,9414,5467,7909,6166,6330
+,8385,3416,7158,4369,7423,8260,4404,8917,8043,1615
+,7716,1355,4655,4858,1721,4323,5276,2554,7684,7312
-,315,0,0,0,0,0,0,0,0,0
+,792,8457,8669,6042,12,4669,5644,7526,3111,1345
+,7390,773,6609,3628,3917,7218,7001,260,8470,7401
+,6118,4247,5949,7321,4314,9721,5602,1718,3467,1280
-,366,0,0,0,0,0,0,0,0,0
+,8543,2644,975,1858,8640,9571,4615,1463,8581,7103
+,556,5610,5521,5498,2771,5707,982,9293,7771,3115
+,2914,4804,420,2985,8047,7893,4895,242,5513,7597
+,1482,2809,7202,8646,6409,355,6243,5032,6494,4403
+,3620,7343,1202,4493,9436,8693,1743,4795,5289,5404
+,896,3505,3546,4736,2161,1141,5196,7453,563,5074
+,7622,5388,5654,7380,1259,5386,9169,9782,1164,9661
+,5353,9260,9919,8657,6158,2274,8477,8973,8750,6297
+,7336,4902,4665,8043,380,9801,1432,4347,5758,4454
+,3817,3627,7514,2653,8932,8757,5822,4037,2116,8211
-,866,0,0,0,0,0,0,0,0,0
+,5416,8221,4189,516,6814,3650,3153,277,4016,6689
+,7566,6951,3912,2155,5018,928,1487,1501,580,9173
-,737,0,0,0,0,0,0,0,0,0
+,155,5219,9215,5264,9446,5902,7067,3232,5694,1788
+,3132,1929,3940,3551,7913,7637,5753,366,9253,2704
+,5242,6847,8463,2014,5068,9083,2053,9679,6394,8591
+,6355,5301,290,9031,8678,2089,140,6889,7190,3013
+,4894,5644,1558,4399,6313,4415,6492,969,9729,3703
+,6182,9175,3887,9562,387,4146,6270,4297,4763,2951
+,1688,8112,1380,3677,8732,1269,8232,4129,8517,4530
+,4366,3660,117,3017,2709,2184,9486,2124,5631,7859
+,6625,5259,6310,2963,1775,159,8577,9542,3555,239
+,4458,2771,3774,6165,3232,761,8256,6232,7703,3226
+,681,3992,8315,4542,8039,7877,8231,1092,7924,8180
+,780,1423,9058,5304,8269,8505,5550,5898,6812,4665
+,7572,1653,6356,1544,27,4058,9989,3265,9785,2997
+,4942,703,2742,256,3964,521,1187,7674,8169,1370
-,780,0,0,0,0,0,0,0,0,0
-,714,0,0,0,0,0,0,0,0,0
+,5928,9853,3822,3980,862,4058,8704,1250,9392,1488
+,2135,1992,837,6313,230,4619,5500,4849,4193,2181
+,6986,7420,4440,1120,972,861,3587,6891,1857,677
+,3692,3216,4461,164,6112,8668,5148,4429,7068,5935
+,6921,7005,5305,1233,8948,7417,2962,4946,5558,5144
+,6031,6831,5830,9682,1001,8905,3595,5240,9920,74
+,4952,9073,6131,3090,7800,7514,9315,5729,1129,5422
+,7511,5553,8980,2008,4839,4782,9008,1663,5965,9085
+,2320,3283,2099,6621,9096,7989,1900,8369,3055,1693
+,7263,7063,3578,2869,8774,1928,5408,8097,6806,718
+,9956,8150,3653,7324,3388,8187,2473,3829,5527,6260
+,8717,7563,9187,8531,9652,7666,5999,4282,7298,8954
+,3893,6564,8613,5432,4725,300,6450,3983,940,6828
+,4367,7878,151,9284,1956,4163,162,6322,9740,9242
+,4839,3120,1512,8696,5309,4455,825,3245,5722,6621
+,2482,3841,4811,6862,6749,5452,4804,4270,8159,7151
+,648,1608,1911,4227,5211,5733,154,5090,8333,3874
+,551,6887,9933,6170,1192,6330,3564,3767,9035,1505
+,2096,8669,4206,6500,445,8017,4169,1512,99,6686
+,9197,3817,6275,649,4762,4079,8531,4285,5587,5108
+,7050,3888,8599,4207,2248,6269,3137,3449,748,6961
+,4801,2994,9147,4315,2357,8201,8059,4208,3104,3529
+,4756,1462,4508,6911,1354,4773,3358,5209,4098,2165
+,3878,5991,6256,4573,2243,4181,2640,7371,9887,9365
+,4920,3940,1612,7690,8085,3514,7370,8588,182,8226
+,9275,2140,8026,7371,9903,5076,1524,7973,2413,4904
+,6750,2813,7156,7360,6638,6047,1180,267,8747,6744
-,434,0,0,0,0,0,0,0,0,0
+,9114,3777,3191,455,9560,5187,3462,5220,1901,3983
+,1742,3122,882,6624,7200,4212,7164,6432,9326,2447
+,8505,5009,3729,7718,4285,4922,8535,5788,640,5595
+,5244,6691,7552,7766,4700,6104,8984,6007,6036,9027
+,6603,632,5508,1590,6362,1347,1978,2276,1241,5828
+,1550,885,5568,4554,1494,3559,3522,1679,7937,9002
+,240,5974,1039,342,2599,925,4131,5303,6020,1234
+,1897,6437,5784,1286,764,5401,1779,6933,5646,2895
+,3184,1580,4433,3493,2190,2387,5995,8924,8244,5442
+,7063,5170,8538,5197,8581,3152,9943,5454,3316,817
+,197,6683,1279,5762,5504,6973,3871,4696,922,7916
+,7431,9094,9096,7729,4585,6479,1496,9179,1467,4899
-,66,0,0,0,0,0,0,0,0,0
+,5560,8780,6009,5781,2522,378,5251,8873,8235,3236
-,617,0,0,0,0,0,0,0,0,0
+,5525,6425,4816,4926,5971,2429,5629,3650,6335,5910
+,497,4306,8905,3788,5788,3381,8880,1847,8789,9792
+,8565,9032,7474,6105,3962,3260,748,9461,251,2143
+,8224,5910,4002,408,74,4251,65,4442,4998,2382
+,950,9371,2843,1150,6096,524,3050,4134,3344,2776
+,4374,4075,303,2387,2651,143,7526,3238,3130,6026
+,7387,8077,338,3843,3342,4908,1933,641,4430,6928
+,843,4282,6087,1509,4741,692,3738,8883,7802,9334
+,6185,2463,5145,3777,2621,7358,1240,1192,2491,6836
+,9584,7517,717,8900,6274,2155,2597,7048,4196,9006
+,1960,2001,4808,5199,814,1590,7304,1496,1178,1961
+,374,3266,1641,2645,8911,2429,7005,2679,6106,8610
+,42,4656,6044,96,7603,4090,5187,1942,723,6541
+,2994,6361,2901,8912,9339,6967,8584,1981,4744,9749
+,1519,7286,2980,4047,7442,8535,7285,4074,6383,3063
+,6191,7773,6123,1591,9173,8422,4432,1850,4376,3410
+,7143,157,1434,2056,8046,728,9084,5046,3382,5152
+,1237,5139,5092,6275,3730,1949,2133,3503,8044,3054
+,5678,8147,834,8576,7574,8131,9754,1584,4055,1111
-,106,0,0,0,0,0,0,0,0,0
+,7564,6403,5915,9824,4289,625,648,2860,1260,7831
+,8058,8122,2169,2764,5012,6128,911,3557,8630,7477
+,8074,1812,3230,619,5985,6276,7479,2986,2753,463
+,7542,8712,3649,4338,455,8026,758,6169,5418,5416
+,3928,1572,6877,1679,8746,2616,1436,7446,8408,365
+,8568,3989,1925,7141,8315,7265,6280,2344,6506,9488
+,9116,8679,1518,1977,5154,925,8606,9405,5118,1300
+,5123,1934,711,8838,7058,6191,415,8945,7512,8236
+,7557,3122,8363,8844,9343,8772,129,8255,6811,9517
+,3363,3688,8061,4322,9355,1356,43,4447,8423,9654
-,366,0,0,0,0,0,0,0,0,0
+,2356,2834,9469,7060,5331,6576,257,4015,7428,7638
+,8825,3510,4671,2222,6301,443,8443,7750,3992,8138
+,3303,5482,4802,6406,6080,2141,6118,9828,5123,2438
-,151,0,0,0,0,0,0,0,0,0
+,7785,6769,6588,2829,7888,8205,8681,6808,1086,3873
+,7543,9533,7419,948,1431,1566,7233,1985,6854,8483
+,1322,5716,1695,5413,1851,915,5132,2706,9809,1472
+,7279,3423,4945,2922,653,2755,9282,4879,8081,1338
+,8758,6113,7449,6116,7941,6080,3971,341,5151,8820
+,5386,3356,4644,7641,4194,2446,125,7222,703,156
+,5721,6506,5851,3528,7340,2226,5290,9690,86,7211
+,46,7283,878,2719,517,9901,6490,5460,4400,2968
+,83,1039,3082,9611,4071,3872,5285,5014,9290,1546
+,3249,8153,4473,3363,3833,5312,5893,7074,9703,7949
+,167,6607,4104,2490,6443,5530,3896,2882,3104,566
+,1651,1223,7892,4061,4617,4519,9070,7247,9781,3130
+,1545,5195,4424,3622,1671,1547,8741,227,1113,2977
+,2978,5371,977,5158,4571,7475,3059,9735,3365,940
+,6080,131,8501,919,7583,4108,7144,7805,693,222
+,7187,5063,6940,6332,9223,4417,8030,3876,1582,7568
+,6532,8431,158,2131,2149,3522,2107,4907,9145,6657
+,2244,2335,4053,1261,6857,3639,209,9174,2393,2027
+,8309,1621,3611,556,7805,3436,5686,5137,1490,276
+,4122,1848,5139,4727,4961,5028,2921,1553,682,1983
+,4256,3357,7271,5128,9365,5379,1530,2714,1170,4954
+,6536,3407,9604,7818,4896,8726,1941,6092,2332,2729
+,1630,7562,5431,5621,4073,4312,8327,9338,7976,4555
+,8391,183,4346,4344,7432,4454,3074,4059,6222,6307
+,9821,2835,1142,9538,2734,4087,417,7471,5093,2182
+,6935,6031,2808,6729,5313,6634,5784,5943,4986,554
-,278,0,0,0,0,0,0,0,0,0
+,6246,904,2209,631,2748,2287,5588,5518,4440,6381
+,5408,1258,6626,3573,2950,2406,8125,3451,7477,2970
+,329,2670,6375,3893,9627,3663,6438,2814,5136,8030
+,8169,4232,4461,8864,8696,7070,2045,810,2599,7828
+,6026,8502,918,7512,9941,1941,8525,3759,7759,9615
+,1680,2232,4845,141,3140,2816,6037,2341,659,1225
+,4025,3212,1895,1032,5879,4742,7139,3404,3978,5608
+,7281,9944,6759,429,808,3044,3270,9426,1502,6311
+,3180,350,1621,718,34,981,6446,8128,9812,9671
+,992,8784,8089,6706,1327,7282,8198,6164,8865,8592
+,6812,274,1906,8668,701,6849,2350,5093,1070,4720
+,4892,4552,4356,4751,238,3349,5115,4742,9698,4972
-,512,0,0,0,0,0,0,0,0,0
+,7457,9277,4962,2702,9262,6770,4055,8525,4402,1831
+,7004,4323,8574,9150,7326,124,825,5518,1137,7328
+,7145,3102,6837,1607,8679,1834,9552,3474,6845,3329
-,471,0,0,0,0,0,0,0,0,0
+,6458,8723,4353,4973,6225,3339,7738,5032,250,1470
+,5830,7502,6770,6442,8504,8232,236,9412,2158,4201
+,5652,9653,9675,752,4210,324,822,436,3214,6350
-,201,0,0,0,0,0,0,0,0,0
+,9072,6298,7573,2282,4861,5471,1166,4622,5518,7865
+,8300,5995,3068,6625,5919,5640,8375,6084,4900,7103
+,1521,9238,9200,6632,7966,5881,1676,511,167,905
+,4661,1709,5767,7385,8459,7808,9524,1009,5796,4619
+,8381,1541,8698,2646,7194,5267,1318,6554,5843,4273
+,7024,4269,3168,7351,9936,5039,6781,5248,8229,7332
+,8928,4303,5281,4374,4544,6987,6491,4419,9752,5050
+,2989,2879,2048,2829,1871,697,2256,4744,5580,2870
+,451,6431,5005,1628,9965,422,7465,1380,9246,9437
+,1403,3864,4838,9094,4441,7034,7742,1786,1621,9515
+,1461,9680,3669,6076,9196,1422,4366,2822,5960,6471
+,2943,353,5119,8743,2287,1248,2757,7144,3898,6933
+,8201,5801,1517,8121,6746,8031,7896,731,9986,4898
+,5785,5714,3006,1612,9913,6285,3196,6364,3648,8904
+,98,4880,9772,9040,5743,3013,5952,8634,7294,5287
+,2791,627,6976,6589,5949,1581,3009,3005,8977,6283
+,2503,7183,6341,1958,8754,3928,7146,1879,3817,7549
+,1604,7943,7762,3382,4308,3923,5264,2514,1102,9593
+,6450,537,4329,2239,2558,161,6110,6310,5065,6311
+,8873,8601,9921,9355,4317,6781,4150,8651,8165,8214
+,1167,4549,8765,1214,9259,8005,9874,7969,3533,3090
+,7894,5615,8842,1237,4716,373,5074,8368,8617,2047
+,2231,4435,2006,899,6668,8583,7986,4297,1627,538
+,7,2713,2431,9386,2618,5383,1896,7223,4673,1782
+,9254,1076,4373,1159,4319,9925,7746,6473,9267,3711
+,4838,7769,5557,3983,860,328,1516,2357,74,6974
+,6678,2515,1446,80,8868,1701,8004,1439,5204,2317
+,1041,777,9788,7634,3652,512,286,7797,5586,5636
+,3446,5198,1070,8497,4571,9490,4613,8451,4027,3345
+,8378,1161,4533,4921,9757,1105,9979,1664,6111,6969
+,9430,1821,9510,8609,6705,2933,5075,6912,1127,6113
-,836,0,0,0,0,0,0,0,0,0
+,111,1809,2133,7711,3052,3889,3213,9233,1809,6220
+,4544,1011,6368,3347,7248,8397,4293,4468,859,6776
+,2109,8648,9935,9131,8290,4788,3771,4799,4882,8608
+,3297,4841,8831,7943,7436,5442,1566,6127,9937,696
-,444,0,0,0,0,0,0,0,0,0
+,3639,20,1193,6938,6339,5320,8895,2944,3657,7760
+,6637,1409,7247,6251,6302,9340,8733,1625,875,8618
-,131,0,0,0,0,0,0,0,0,0
+,4776,2785,1307,2907,5295,9492,9493,8520,5479,1895
+,9164,7343,6754,4125,9786,7258,9267,600,7889,2789
+,154,6274,4939,2083,3502,7136,5087,26,8627,9732
+,4904,798,4114,909,2233,6196,1169,2842,5596,6989
+,9859,2029,9239,5569,429,8596,8380,9941,6572,7495
+,5774,481,5691,2255,3818,2736,8236,4547,4325,8701
+,8059,3766,9783,9699,3481,8560,2820,9621,9140,2636
+,6959,1070,9750,2182,5747,1395,5950,9176,4461,8227
+,5510,4734,4094,8298,3253,8299,557,4877,1248,4479
-,878,0,0,0,0,0,0,0,0,0
-,508,0,0,0,0,0,0,0,0,0
+,6533,3647,8756,8381,7754,8459,5928,6800,2943,4408
+,2379,9065,5063,4633,6029,8063,4305,5426,9758,5828
+,1445,6179,7469,4628,1283,6979,1516,5333,5532,2584
+,4334,1837,7925,5183,2391,3887,1636,1242,2657,5951
+,711,5806,7736,173,4455,45,3170,1648,7983,5093
+,7153,2132,9497,1458,2465,119,2297,9261,2041,1881
+,5916,1459,2125,9508,1584,2041,7974,9611,5232,1435
+,1055,9219,9818,9804,9749,516,5390,3407,5926,9927
+,4202,3566,1152,2049,2047,2988,1412,95,5780,3531
+,9846,9244,9171,1954,3174,3290,289,2428,2887,8984
+,5904,7954,7921,5968,4950,3628,3303,2050,1120,1815
+,6198,2693,5710,4069,6026,5486,2210,9881,5754,9014
+,6230,3395,1538,1514,1848,7074,2023,1839,7379,3441
+,9616,8603,7762,218,7404,1819,4413,3012,2751,7741
+,5718,8007,225,5739,6127,9980,9867,6682,236,4880
+,8517,6198,2298,2902,9145,639,4481,2434,2852,9306
+,475,5811,6452,2919,5311,7493,3505,3808,6702,4464
+,9049,6049,6736,7402,1895,7513,8639,5034,8001,2542
+,7352,1173,2942,1121,3339,9849,9127,7868,3205,4431
+,2634,1459,5284,1372,8490,473,2617,884,7295,7069
+,4844,5828,9486,8818,655,251,3559,1913,7272,1874
+,4995,4237,471,2276,7950,75,5085,7032,9512,6105
+,937,7827,141,1933,1041,9193,2165,7809,6691,8889
+,6726,3672,1504,2595,9729,9771,6726,4844,7407,1116
+,2059,2703,4546,7572,8425,8115,8366,2333,7268,9076
+,3862,7014,3947,191,2366,3615,4263,6799,7029,9469
+,9211,892,2980,7972,9925,6499,3914,5993,1918,9762
+,6630,8422,7866,9198,7618,3219,8215,5986,6591,978
+,1717,5599,6911,285,2189,9125,2600,5806,6831,492
+,7142,9891,2527,9313,792,7072,6335,2389,1453,5707
+,4896,4197,1723,3529,635,7135,662,9284,8110,5143
+,1905,3082,3584,4702,1356,2800,4956,1550,7570,9673
+,6128,1905,9886,7507,7262,5614,9951,8334,536,1697
+,1117,4424,8241,2194,9641,4788,9965,7012,4275,4589
+,1194,6258,3319,8616,7516,6410,5322,6046,3193,7563
+,5017,4481,4662,8430,2159,4558,8571,8343,5962,6113
+,9864,9355,2860,5595,3458,6728,1883,426,3729,8811
+,448,4384,9010,9321,7758,7142,4732,9251,7815,6628
+,343,1646,442,9550,4896,5904,2600,6910,8615,9937
+,8490,66,4782,6426,49,7139,7445,36,1836,3584
+,8760,464,8490,8184,5622,5178,9926,5689,1391,2327
+,2200,5886,1405,4578,9558,8996,5970,5135,4021,8669
+,2767,5484,3921,5549,7715,8029,9037,4020,8630,4077
+,5796,6742,6244,815,4671,5005,7945,6257,7850,1361
+,5184,3010,286,5634,1599,2556,7325,4981,1105,1076
+,3963,7864,91,335,9153,2194,3262,9678,8192,2305
+,8653,1476,569,2542,1048,5910,4869,4482,8356,3911
+,6371,8703,4270,3753,659,9279,4632,4507,3393,7578
+,3561,6235,2632,8986,6916,3555,6086,6496,3120,9486
+,6749,3732,1190,8845,6189,2663,7753,8620,2077,2486
+,7907,4257,5239,7059,8795,5403,3658,6417,1484,6280
+,3839,8753,4609,5646,1281,1708,3929,1558,6105,5744
+,1863,9606,641,5254,2550,2506,122,2099,500,2100
+,4078,8013,2628,8703,2809,7439,1601,2319,1674,9334
+,920,2730,1428,6233,893,8126,8413,5105,2946,1229
+,7893,7549,2733,6751,6043,9153,2519,2221,4201,5717
+,749,5655,3633,283,6125,4592,2207,6681,1204,1149
+,1639,960,4342,2371,1480,7456,2088,12,6152,5574
+,4265,4935,3874,8309,6077,4728,1673,2216,4873,9034
+,3288,5287,5968,7971,1359,9494,5767,8401,6135,7084
+,5163,5378,90,8598,2562,1941,4317,1331,888,7865
+,3058,3420,1505,7291,807,7684,3199,7089,6903,2744
+,1410,8202,9381,87,8763,4049,7631,7514,7668,170
+,6790,5995,7386,9114,8091,1672,4594,9652,391,4412
+,4696,3694,5017,68,6899,5548,6453,5595,7197,7111
+,9569,533,3296,6762,9617,873,4327,3348,2206,6489
+,5940,4050,5430,2089,8133,3247,4844,3152,6204,1116
+,7860,3322,3891,2986,5550,8217,8754,5500,5370,9973
+,4363,6588,397,8030,5893,8275,5882,9132,1738,6890
+,9330,3648,1410,7905,278,7154,7654,9198,4983,1450
+,6140,5494,9881,2469,5090,983,4548,4993,5972,9435
+,199,6449,9213,9335,7842,3322,8391,3951,4775,3901
+,6051,942,2540,4130,5734,6464,1803,5071,8971,6182
+,4400,2028,4143,539,5029,7459,6991,5829,599,5850
+,1204,162,6465,8476,6112,9516,3597,1285,4220,7980
