OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10 
-,807,0,0,0,0,0,0,0,0,0
+,5935,6130,7969,1329,1998,9940,4184,1210,3725,7037
+,5197,9597,9592,3825,3412,400,6785,3264,3405,2757
+,51,4092,2848,2736,5529,7364,440,1406,9556,9139
-,952,0,0,0,0,0,0,0,0,0
+,8486,9724,8899,9124,9239,344,1358,2820,7541,6085
+,6378,4413,998,8802,2005,6896,589,43,5266,3698
+,4488,5939,752,1114,2157,2043,9738,8297,2952,3802
+,4872,3774,5872,1166,8510,3463,7176,7610,8902,5872
-,108,0,0,0,0,0,0,0,0,0
+,6772,7254,3957,7120,6230,3307,8155,8056,6657,6933
+,8381,1997,2142,3568,2986,3709,2758,4963,2229,8411
+,3164,2315,453,7993,8970,3380,6748,2038,2664,3938
+,7787,4348,5565,4157,4793,6645,4549,5983,6220,2998
+,1983,1159,1657,2001,407,2373,4199,3181,1079,545
+,5980,9209,3092,2789,6309,6602,2528,733,2360,9688
+,3352,4202,2316,2457,2375,4842,4859,3604,2834,102
+,7812,3214,2219,4586,1285,9023,7534,1744,2524,4162
+,5552,4687,5906,5697,5346,2027,3779,9544,4813,7497
+,977,678,3516,7186,8575,839,3724,110,8547,8675
+,4319,5487,2092,7465,8432,1975,5775,472,2601,59
-,692,0,0,0,0,0,0,0,0,0
+,3091,2811,2420,4023,1123,7389,815,7896,3402,9887
+,1321,5362,2997,9377,9777,3719,2684,2362,9941,9746
+,2240,7151,3120,4681,4708,3634,7162,7756,4742,2427
+,3913,8362,8256,2593,2892,2412,6857,3170,32,1510
+,9254,2151,8037,9028,9656,8649,8738,7873,3711,9105
+,6702,2830,2692,4509,4272,2006,9442,6868,9958,884
+,525,3274,9383,6939,8918,2051,1103,9459,4001,7181
-,366,0,0,0,0,0,0,0,0,0
+,5138,7872,7008,1728,6102,1577,5035,8732,9857,6856
+,2904,7523,3400,2832,9175,9856,5768,1441,5958,7674
+,9526,3481,3860,2367,6273,8016,3228,5793,8043,1940
+,4561,7643,9686,4665,9652,9745,5193,1618,8363,2178
+,7201,952,8612,2352,1,7912,6201,7992,6274,1144
+,2223,5067,5014,6963,6000,4123,2884,4557,518,6426
+,3856,4174,2864,1688,5367,156,2539,8834,9434,9278
+,5718,7121,6841,6955,4099,8534,9495,9869,5039,1302
+,1132,22,2825,57,7598,4904,5263,8371,3443,4360
+,666,1106,8582,6973,8192,2184,5153,3852,3884,9069
+,646,4403,5250,1025,880,4797,5720,5900,8584,6254
+,5354,6498,4556,5187,1111,8173,7351,7058,6686,3670
+,2827,9173,7641,5328,5211,8599,7658,2222,5967,9983
+,8712,727,9665,8822,1185,4605,3957,6150,4205,842
+,8971,9606,4459,2399,8564,4511,6364,2423,5389,2603
+,4576,5702,5422,4719,5884,2109,9947,5946,6595,2039
+,4362,2195,4996,1328,4919,9003,7707,3274,6480,3038
+,9513,2208,191,5224,5620,7662,7474,2798,3306,8558
+,7918,5470,5893,157,5908,3688,2863,905,9353,397
+,9888,2683,7784,2321,4238,308,6859,5507,218,3036
+,1244,7242,5165,2531,8814,6629,6523,1835,4455,8086
+,1595,9088,1281,7690,9992,1414,855,4306,9357,8322
+,9301,3665,9717,415,670,8582,1924,6267,1402,2596
+,7103,3659,17,3161,2926,6955,6949,4872,2668,7393
+,5743,8260,9100,1350,5478,9668,6688,4597,8866,6057
+,5781,3082,5442,6511,3874,982,3682,9392,191,2097
-,433,0,0,0,0,0,0,0,0,0
+,2469,7928,4894,212,6109,8572,6167,3130,8780,4642
+,1023,5187,4513,210,8865,1393,1589,6060,783,9614
+,8013,2467,1017,3470,7862,6492,5036,5473,4007,2366
+,8471,3229,6435,603,5494,9982,733,2096,2091,1417
+,9248,4891,7905,5316,2945,4687,392,2283,7515,2025
+,224,9758,4733,5371,9640,9173,8895,6381,7255,2220
+,7283,2957,5213,8243,9889,7339,3746,5318,8673,141
+,8258,8056,4496,9243,7149,6095,275,5992,9756,2437
+,8996,5676,9236,190,6081,5621,779,7555,4024,8531
+,6884,5100,2274,7995,5336,3884,7609,8216,6770,4663
+,5340,6726,1302,8232,8571,4005,3958,3131,5227,5630
-,289,0,0,0,0,0,0,0,0,0
+,5455,3052,7090,1469,3123,1964,8532,1004,5665,6469
+,9954,563,238,1789,6286,3466,3144,2994,5974,1813
+,4713,2795,5593,5801,316,4061,4898,7252,5331,1340
-,724,0,0,0,0,0,0,0,0,0
+,3531,4099,977,1558,3741,2915,1987,4646,8605,8288
+,5963,9178,6535,7528,6031,1214,7773,3604,3087,2798
-,541,0,0,0,0,0,0,0,0,0
+,7609,3509,8155,9610,1436,179,3307,3918,1551,1049
+,2967,9730,44,2665,6033,7955,2909,9484,5386,7049
+,4913,8599,9407,1528,693,3232,1330,890,3224,7912
+,3801,331,8487,1077,3648,3528,4084,7259,1644,8218
+,3227,4339,6068,2157,430,4095,4644,9952,2569,266
+,1418,1598,1687,5423,430,2673,9813,5802,864,2152
+,8763,8652,3694,464,7187,5159,9908,80,4704,4914
+,6075,7128,2543,216,9967,8385,6705,3328,8651,225
-,384,0,0,0,0,0,0,0,0,0
+,2575,3523,9244,2146,6823,5265,6648,5006,1918,1961
+,5398,5902,1866,1233,3425,9888,8946,1950,4592,3553
+,1506,9897,8243,6221,2707,5184,2323,8847,4802,7541
+,193,3006,8193,1478,2659,7735,7052,146,7243,9557
+,6128,6718,4986,9953,2674,7198,1114,5155,5629,4851
+,6700,9626,565,9988,8477,3678,3897,7040,357,7219
+,3466,9368,7631,8458,1333,9917,2869,9495,8717,8342
+,4647,3134,2025,3800,3845,1707,1934,8357,3895,7184
+,9276,1441,224,3179,7943,3911,21,8808,7366,4750
+,4905,8313,9952,9065,5668,7506,4109,5451,2343,9384
+,2584,9734,8916,6913,5681,2246,8183,507,1841,1941
+,3287,7467,5250,7089,9741,7954,4073,7338,3524,3338
+,9949,7029,684,5718,7473,9553,7701,4040,5331,3628
+,4973,5153,4490,3389,4249,3836,9759,9329,7794,2303
+,291,1000,4810,8820,6982,5074,4921,4258,5129,8909
+,9507,2342,4059,2267,6418,256,9798,6239,3747,3178
+,2208,2773,7899,3130,2081,4658,8986,3253,1931,1441
+,7228,2801,1411,3541,2497,6433,8303,2,3026,724
+,5513,5751,1527,2859,9271,2410,6349,1951,7558,1532
+,790,5791,1823,4926,5149,9868,8839,8745,7439,781
+,4415,9015,2355,8383,7705,4215,5022,9467,3569,2413
+,8647,6699,7441,6088,6869,6924,7730,5555,4509,2386
+,422,5906,3671,9400,2726,7249,686,2723,6901,3510
+,6024,3886,7923,9248,5177,8210,6076,3666,9143,7549
+,2185,6377,6026,1446,4582,5156,6180,4444,8225,7191
+,6815,6422,6629,5985,5540,5814,9831,9327,1810,1950
-,81,0,0,0,0,0,0,0,0,0
+,6505,2262,8286,2218,8973,8371,4829,8209,5944,2307
+,4289,1076,5241,9867,6380,5441,1073,1176,1728,8542
+,9569,5577,9065,8503,2841,2492,4426,333,3441,7361
+,9443,6145,7636,405,3872,7195,2199,8121,9565,3105
+,6414,399,4894,8289,7915,4229,940,8776,6603,4253
+,7145,2950,9210,5387,6851,4829,1372,1241,4530,4249
+,5106,1585,7223,395,2229,3085,9992,1785,6178,4078
+,4120,3192,904,6092,3733,4408,1862,1446,1955,3629
+,9739,4600,6883,2767,1853,1283,3818,253,6744,5550
-,185,0,0,0,0,0,0,0,0,0
+,5819,9087,1687,3557,4781,3221,7542,315,591,2306
+,4883,1389,8043,580,8331,5882,400,4313,6399,3091
+,3112,4557,2910,7004,1030,473,9173,6631,1586,2287
+,44,6359,6468,861,2902,1130,9806,3557,7551,5186
+,1249,8231,3398,7553,1900,7582,3146,5656,4746,2221
+,5532,5539,1555,7700,3242,4472,6282,4841,2864,755
+,6818,3643,9993,7720,8938,3165,6403,9474,1005,3086
+,5521,4626,7138,4835,984,1912,2070,3364,6676,5854
+,7753,749,1073,1713,9102,7859,1079,7198,6567,9834
+,7222,6388,6969,5450,3592,8615,6783,2326,3264,997
+,5959,9453,4963,9713,9488,9768,5682,6149,4570,252
+,725,6733,8027,314,609,9063,8722,8978,8244,7375
+,2366,1953,9518,2125,9324,6172,8729,8802,788,1079
+,4896,7818,6607,5498,8069,1351,207,7925,1549,3675
+,7905,1926,6950,5105,2126,198,4524,5382,3294,9876
+,8705,2004,3526,2955,1651,8219,6897,8811,137,9331
+,3107,5355,1780,5990,6716,7249,246,1396,6369,5421
+,8308,2607,1750,6016,3357,4426,3772,4764,5178,8013
+,861,2860,9845,8327,7952,9162,210,2085,897,6328
+,8782,3882,6232,9581,67,6635,9140,9346,1942,7363
+,689,1893,6912,760,6405,3515,2076,5957,8189,5925
+,767,1949,4157,1221,1359,9154,5995,8372,7234,8277
+,632,5472,1861,6431,4440,6756,6442,9224,2390,9280
-,47,0,0,0,0,0,0,0,0,0
+,4892,6465,1900,5014,5012,5520,3606,9432,5431,5540
+,3872,2565,8556,2461,701,3528,550,180,7274,287
+,1567,1779,162,7474,2897,2077,162,382,2260,6215
+,8944,8759,3696,6879,8838,9976,2554,2094,7439,6461
+,4825,2760,2666,1428,55,9110,4773,7216,9276,1653
+,6275,4972,3824,7094,2438,9736,2043,2455,520,8773
+,8614,4817,5676,33,9028,8658,4175,8558,1863,5048
+,2039,2149,78,863,788,2346,4677,9223,3154,8089
+,8925,9785,3389,6042,1515,2969,1366,6899,885,6391
+,1196,5294,9286,867,2168,7087,7460,3646,6563,7037
+,7590,99,103,5533,9511,6141,3778,2887,5663,2379
+,875,2782,6228,3135,3544,9874,7674,7589,7595,9137
-,176,0,0,0,0,0,0,0,0,0
+,114,1857,6796,5787,6290,2255,9183,6709,3136,5670
+,9020,3607,106,7189,9186,8750,1067,9705,9004,2545
+,5733,8900,130,6273,8166,9600,8302,8020,8355,8583
+,7523,4173,8600,5829,9508,8014,5622,3931,2834,1597
+,442,7601,6141,2197,8749,9477,3233,3886,9302,6128
+,7447,2453,2370,1394,1718,8787,4329,9860,3463,5903
+,2005,1235,9483,6815,7695,8315,1248,3590,7581,5490
+,2467,7925,9413,4799,5937,2300,2196,993,6883,3342
+,7184,8827,2311,6551,9263,8284,4210,4065,5170,8456
+,7074,8429,2289,4794,3254,8959,774,9941,4677,5786
+,256,4718,2048,7610,8196,683,6068,2896,6793,637
+,8952,964,2499,4593,5809,8798,4459,689,5915,1288
+,4108,372,903,5566,2880,934,305,3246,1555,6559
+,4639,7191,3360,7456,5382,4601,4488,6666,4826,3866
+,164,8035,707,1554,6649,38,3220,7152,2897,2012
+,9716,5189,8621,9694,6480,1594,105,4554,3058,400
+,7995,1561,9754,5862,8735,2421,757,6471,9271,9430
+,1518,9054,246,6308,2393,6932,1937,3980,3354,476
+,5260,2689,2281,5515,7826,631,4564,8394,2652,5474
+,5690,6938,2658,8368,9904,8195,3648,5343,6592,6642
+,5568,9692,4130,782,1792,8637,8138,8686,161,4996
+,4736,1915,5572,8444,7235,7957,4789,9194,5118,322
+,4571,2555,9457,2845,1856,6847,8374,4789,7293,3608
-,537,0,0,0,0,0,0,0,0,0
+,5887,3675,9289,539,8004,2951,7472,9296,768,8634
+,4112,7696,9668,6526,2932,2659,3225,1742,8768,7213
+,5498,2020,6170,1393,4208,5108,6275,7824,431,8163
+,8972,6016,1065,3342,828,2667,3948,7497,3364,9506
+,1225,9155,5373,2941,1500,5300,406,9072,4660,2057
+,9713,4868,3073,7408,3730,9027,6741,7026,8260,5098
+,2149,9598,379,2306,7378,429,9554,8508,6450,6531
+,5261,7547,6940,1444,2546,9216,4349,9025,3523,7496
+,2926,7097,6033,5865,9222,916,4885,2665,9714,4305
+,1468,2998,4187,8109,2326,3085,9884,6020,1690,4909
+,2676,3483,3293,9142,1221,8681,7418,6016,3345,8394
+,7179,2770,3297,9745,3195,2734,4339,8913,3359,4029
+,260,776,1629,1471,3570,6917,5360,1178,6503,7312
+,8965,7873,2831,5207,3663,8757,4328,9523,3150,3271
+,3912,7658,5680,163,2236,7621,4141,2105,5909,7361
+,2023,1828,5225,313,7852,7662,7110,3033,5723,439
+,718,7450,5267,5689,9389,3947,9990,1809,9130,3612
+,6562,2369,2636,4981,9939,2783,620,4108,4006,112
+,773,2942,3257,8983,6666,4141,6582,9954,6888,7455
-,678,0,0,0,0,0,0,0,0,0
+,8508,2739,8058,7593,6200,6159,757,6489,8340,2959
+,7585,3587,8318,7000,5055,8554,8721,8602,6420,6183
+,1210,1856,2495,2718,5598,6751,2400,6207,7088,8848
-,333,0,0,0,0,0,0,0,0,0
+,822,6705,1311,5853,4166,8917,3513,2172,8832,7668
+,3001,3794,5798,8879,5052,671,7607,6483,6350,4367
+,4715,6246,8774,9062,3057,6903,7735,1603,3054,3022
+,2449,8394,2724,8227,5861,6587,6524,9651,206,6358
+,228,4410,9604,9448,6504,2537,1776,4072,6088,6882
+,6794,3250,1407,5887,3600,7164,2874,8444,7267,9993
-,323,0,0,0,0,0,0,0,0,0
+,154,2353,3312,6878,2015,7510,8082,8801,3886,2139
+,9423,4889,4265,8754,7556,4150,3815,4225,9504,6829
+,1,175,1089,1442,3427,6821,7057,3439,24,9823
+,6124,5501,6259,4824,6096,975,92,5682,1589,4512
+,7273,5828,2161,5288,9967,8639,6465,2830,8373,5345
+,3968,4077,4005,5873,2236,8279,1369,3125,4385,2531
+,3957,729,8490,7945,3517,3746,5692,9577,3958,9337
+,5799,9536,5505,8038,3991,6764,2328,512,3327,5571
+,5368,7357,11,8523,8449,6719,471,6223,2232,1362
+,6506,6538,3616,8579,2007,3580,1072,8221,3318,2368
+,8648,6001,1143,4755,6887,9228,1645,9098,1135,3141
-,905,0,0,0,0,0,0,0,0,0
+,3986,2210,9735,556,7011,8838,5667,9791,5984,4110
-,370,0,0,0,0,0,0,0,0,0
+,8363,2579,8847,4895,9465,8637,8185,9608,586,1129
+,3451,7572,210,4857,1228,8004,7169,3434,3456,5113
+,8611,7586,2106,1154,9408,7492,4658,2148,9974,4689
+,6859,1770,6696,7915,6868,8473,6212,1931,8148,2404
+,4201,7096,597,5652,8470,7838,6171,7781,6707,5182
+,8392,2519,7595,8741,3476,4470,3678,1626,2899,1389
+,908,6358,9703,5411,5261,3830,1902,8696,4285,1357
+,8146,7638,1800,4081,2559,2322,154,4361,6625,1504
-,298,0,0,0,0,0,0,0,0,0
+,2074,8861,5885,5763,7741,3143,9306,8373,3650,8618
+,2702,6134,8438,7231,8336,9811,3741,8467,4251,9971
+,5812,7773,4376,6587,7716,4727,200,9820,6661,9605
-,482,0,0,0,0,0,0,0,0,0
+,4045,804,9563,2460,6254,8854,1399,9273,2799,8358
+,4970,858,6500,3632,6770,4869,388,2755,1996,9286
+,7028,2900,924,7747,8426,9955,2348,5702,1862,1398
+,5126,9928,7224,1214,1594,2769,4746,8718,8964,3548
-,482,0,0,0,0,0,0,0,0,0
+,7605,7521,3908,8492,1466,9594,1736,737,2768,4221
+,6044,6793,8359,1231,8046,1930,1838,2132,7860,3473
+,1933,80,6278,7249,9385,6438,9494,9252,3314,244
+,1170,2720,7719,9027,2415,3261,4169,2702,2314,850
+,6079,6487,670,5412,9806,1400,8587,7884,8504,4907
+,9342,4675,9646,4565,9596,5260,3746,3942,4415,2494
+,4529,548,8405,1806,4686,9610,4766,5468,7282,708
+,3984,5714,8412,8655,129,9077,2654,8567,3238,3534
+,9728,8124,8469,8163,5178,5818,1896,5520,5021,5473
-,627,0,0,0,0,0,0,0,0,0
+,6952,7398,4755,7714,424,9635,4321,7175,701,4890
+,3755,2816,9413,1453,2229,7675,9608,5282,5587,4973
+,6321,6998,7967,1603,8550,7611,7272,9365,4276,7570
+,4456,1997,9137,3648,8192,8581,377,9730,1276,2605
+,5346,6881,764,1823,3643,9583,6143,2517,3226,9021
+,2758,9614,7209,5269,6952,3611,7093,6006,853,4371
+,8615,1573,9222,7328,5730,763,6791,7501,7981,2403
+,8864,6028,7677,4498,8410,2722,9512,6715,9847,305
+,7719,8050,2080,21,9954,9656,7277,1955,3007,3417
+,246,8899,4652,3065,7966,370,5996,917,9894,1566
+,1478,9893,1098,3862,3963,5687,1382,8357,5650,7840
+,4827,7091,5289,4365,4550,6064,5673,7735,320,7647
-,770,0,0,0,0,0,0,0,0,0
+,9768,8571,1480,3077,3363,349,9392,5311,5014,62
+,1176,8801,731,8225,6399,9090,1608,6944,6700,9395
+,6248,7365,8750,3047,3219,8884,2834,7049,9777,556
+,1013,1704,4092,7114,6311,2354,3711,7292,3817,6142
-,50,0,0,0,0,0,0,0,0,0
-,648,0,0,0,0,0,0,0,0,0
+,1326,4839,5906,3,5575,6889,4594,262,9772,4073
-,239,0,0,0,0,0,0,0,0,0
+,4000,5279,6951,2157,4902,7873,3105,7722,8707,7758
+,4593,3577,9665,8891,7104,367,6913,6725,7235,2530
+,8477,5154,2702,2927,5618,8967,8540,1706,7352,2928
+,4315,1813,3033,3377,3628,8755,7349,2281,5444,9979
+,127,5814,5163,3283,2683,655,3247,7964,6920,5197
+,8358,4406,6758,2588,9644,2519,8407,1708,2194,8848
+,6676,1185,5947,8455,4935,4597,4287,7744,6664,1256
+,5746,9331,6161,1138,8252,4009,5443,9189,6895,8785
+,9220,2297,2175,9575,7098,4650,3791,1226,1343,5595
+,3718,9115,1376,2508,2634,1516,6407,3931,6449,5792
+,6896,7845,4295,5715,4983,8604,2393,3000,7138,7995
+,9461,1392,6570,7273,2675,5601,4327,81,4077,1748
+,1472,5005,2371,3756,6878,8793,3091,1553,7122,8795
+,8815,1452,4275,2302,6169,5051,4828,2919,965,4701
+,5373,4812,5465,5551,3692,592,9267,3117,9850,9710
+,4280,5317,2788,9236,6760,4605,3847,4303,9357,430
+,8116,8756,5916,5793,6282,5015,4114,6031,643,2636
+,913,9254,1143,9095,217,5644,9472,9837,983,678
+,4591,6166,1003,3517,4561,6591,829,3667,8876,2288
+,6727,4855,358,2181,4187,3486,4446,7309,8742,7726
+,8200,4903,9264,1136,7754,6091,2394,2370,2679,4097
+,9676,1009,6438,6386,7760,5312,6299,3462,2369,311
+,9091,7834,2803,6808,4689,3577,9702,2556,1792,2895
-,246,0,0,0,0,0,0,0,0,0
+,8327,2794,1937,251,375,1443,7534,3575,4390,8987
+,4545,9973,3784,4329,4198,255,8142,1521,3754,3084
-,245,0,0,0,0,0,0,0,0,0
+,2821,433,4232,61,7589,7236,1689,7098,9419,5032
+,1767,6457,4813,7520,1805,526,6524,9276,593,613
+,190,3023,7856,1186,8440,52,2096,8987,5324,9503
+,8935,5338,4725,8520,862,3362,2746,2415,7572,512
+,4396,7174,9321,5502,8958,5474,4270,6588,120,5597
+,7383,829,5847,14,9320,89,3164,5619,8739,2391
+,8796,6651,4079,3942,1817,942,3363,8874,401,1212
+,1367,3959,1845,8068,3844,5532,9233,8099,3849,7941
+,5727,1596,999,5231,3767,7696,3617,5501,4884,8604
+,4784,1961,8275,475,1815,6019,3559,7860,2688,5915
+,8160,5640,758,3373,9610,8130,846,6323,4299,9036
+,8580,7623,7375,84,2715,4736,9499,5599,632,2374
+,1048,4511,3290,2119,5262,2159,713,7725,4672,5681
+,8726,4310,6359,2059,9887,2256,5991,5967,2364,2733
+,2920,2457,5507,5175,8551,9352,7789,6705,7139,7077
+,6392,4615,25,6065,5105,3215,7377,4334,190,2972
+,6393,4854,4162,5846,4437,6380,2955,851,4484,2835
+,2485,8577,7630,1069,8755,9285,2642,876,2487,6363
+,778,1142,9873,9284,1761,652,2956,9015,3021,4973
+,9643,980,1264,5356,2443,6795,4440,2660,1774,600
+,6661,927,2010,8943,9981,1612,7047,4128,9251,6653
+,4760,9846,5914,8358,84,6550,3445,6754,8812,4441
+,8222,4928,6533,3517,7577,6390,7471,2533,223,5179
+,8248,9935,2075,9908,7391,6991,2556,7403,3995,5293
+,4479,1490,6880,2704,3248,36,5486,372,2762,5519
-,397,0,0,0,0,0,0,0,0,0
+,4397,4595,8880,9493,5616,3022,7032,5129,9699,5774
+,5650,3760,9182,7166,716,7069,3663,9885,5417,7804
+,1486,2718,8221,6900,9761,7082,651,8112,3785,6656
+,4646,2226,6717,5021,7196,8556,3131,1860,911,9336
+,3206,1235,3706,4298,3991,5938,9638,8057,4378,4056
+,2635,559,9072,8075,1576,938,8229,2576,4068,3941
+,8723,1482,2390,5677,2335,3796,7903,621,7663,5149
+,8389,3797,7800,9039,8910,3162,3452,2720,42,4395
+,9414,6399,4545,8918,4964,7624,6201,6181,9831,7825
+,2248,5794,3610,4352,1983,1949,2364,3580,4754,5351
+,2579,8614,2095,9194,9599,8453,1619,3082,8019,8075
+,1761,5480,2613,1363,323,5281,8083,7288,1041,6097
+,3783,6564,8318,3734,4712,7875,3507,7958,5355,8511
+,4419,4643,1866,1785,2845,9739,2908,3820,89,3385
+,6029,9749,1384,4277,9875,2566,7274,840,2186,6989
+,2980,733,838,3457,4966,8251,7003,4510,3236,5920
+,3558,6614,674,4159,4925,1630,6615,8459,4788,5415
+,1036,3068,9869,3609,5320,777,3023,2679,3180,7688
+,6090,8025,2158,7636,1882,2023,2645,7104,7343,8862
+,2212,9394,5953,6346,2454,2727,5211,8777,5718,8638
-,803,0,0,0,0,0,0,0,0,0
+,5868,1986,2745,2545,73,6731,6695,9220,2258,5069
-,982,0,0,0,0,0,0,0,0,0
+,192,1153,8907,2374,4702,8135,4933,7151,5905,5744
+,4861,813,7410,3179,4778,1284,7116,6055,9116,4598
+,229,3122,2168,3399,9859,5085,2005,3522,6661,608
+,6142,2271,9548,6262,8169,1421,6369,1338,4593,8265
-,68,0,0,0,0,0,0,0,0,0
+,1184,8846,3951,8798,6699,6355,3824,9741,541,1125
-,935,0,0,0,0,0,0,0,0,0
+,2331,6699,1213,9613,8673,2780,1219,8305,1869,3088
+,838,9170,6712,9508,1798,8470,478,410,2557,9189
+,7644,6554,7243,7518,1486,8728,4663,2595,4717,1575
+,320,3107,6570,6411,9142,4743,4762,6803,4098,126
+,205,9313,3427,7167,8234,1588,5950,8731,8386,9656
+,9587,3341,9800,643,7079,4708,2040,8727,9156,9274
+,6391,7600,1200,6605,2768,6994,9769,4471,4097,130
+,8818,1847,1292,561,9502,7601,383,9689,6421,9613
+,6986,3321,7511,570,7516,2476,6960,1741,1295,2471
+,5971,6723,8168,5574,1748,5009,2115,5983,1001,8993
+,9492,3302,8812,8226,4129,3363,6501,1719,8364,5491
+,5764,3445,1564,2360,1552,5606,7631,1830,3440,8599
+,5847,7845,8581,1857,411,7469,5406,1030,2160,445
+,1010,7959,956,6323,8396,1525,3132,9374,1873,3553
+,9953,3451,8722,4749,3551,685,8410,6707,4241,4021
+,3163,572,6962,1153,6019,4476,399,6010,4192,6881
+,667,5432,9652,1521,9708,5582,4672,2808,3662,7015
+,2475,9967,2165,5930,9598,2056,7865,7090,6800,6427
+,2411,3570,8116,1756,7486,6565,5496,2545,2404,9037
+,3680,9336,4878,7472,7623,2780,7544,6810,3829,5354
+,1865,5850,4508,7386,6001,834,2621,7117,5788,2966
+,3100,7047,1441,7865,552,8401,1844,4602,4310,4839
+,8176,2735,8881,9407,1652,2769,1024,1486,4746,3436
+,4667,5124,5833,6704,9196,1129,3605,723,5563,6858
+,8700,9050,8105,7717,3281,3755,7955,6302,5726,9295
+,6710,3404,344,841,945,9439,2343,7428,7268,7916
+,5281,6677,6737,9693,2487,2752,7237,5109,753,983
+,9124,4240,9272,4827,7094,3340,9687,8925,2366,6037
+,608,2369,7438,1896,9888,377,2694,5674,3518,7187
+,359,8556,9418,1679,1736,9693,9081,8961,983,7959
+,2285,5586,2875,690,622,5585,1540,6013,9172,962
+,1905,3181,1176,5296,9635,4206,3461,7319,9416,4121
+,9672,9791,2623,8079,5928,6265,7283,2440,4699,4553
+,7411,3422,9733,6968,581,6364,5438,6789,8482,5599
+,2408,9255,4167,1499,1556,5778,7292,9120,8141,2710
+,9462,480,9367,2129,9092,1353,8932,5068,866,4185
+,5363,8747,9901,8749,2108,6177,4347,5344,4876,9724
-,623,0,0,0,0,0,0,0,0,0
+,3861,2456,3,4560,8182,7113,224,9524,2684,4091
+,5464,5290,2111,2278,1350,2667,231,7889,5010,7301
+,4277,390,7751,3223,3870,2676,8978,4838,8122,9726
-,384,0,0,0,0,0,0,0,0,0
+,7798,5443,5144,3418,140,5621,3781,5635,8801,750
+,7252,6916,5096,3595,5263,1237,5791,265,3998,6725
+,2323,6585,1333,8595,511,9388,3909,5144,6066,1681
+,8437,3574,88,5994,6175,4337,2170,119,8580,7225
+,5927,6013,8793,1389,3436,6930,5931,9812,1354,920
+,706,6944,6286,8327,1329,6932,909,4102,104,9134
+,1457,5013,4199,514,4601,1584,3377,2777,7408,6279
+,87,9180,4933,4215,9360,3309,189,9375,4546,4121
+,3303,4892,2616,5978,967,6415,5001,542,8003,6130
+,2428,4605,2701,7471,9849,6484,8693,7440,6392,2638
+,8047,3083,6496,3897,9532,620,1836,346,7731,3452
+,2722,389,16,2343,4765,5179,1691,2967,4713,9316
+,8356,9687,9628,4540,6380,3253,5399,8906,8402,878
+,4230,3151,561,7874,8653,8990,161,8230,8784,1592
+,1060,3607,1676,8943,616,7326,3830,1866,2008,1656
-,930,0,0,0,0,0,0,0,0,0
+,3459,5118,603,1808,4934,8609,3352,2412,5448,2755
+,6201,3243,6234,7094,5926,8229,2551,9761,3811,9414
+,2499,1867,288,4600,4346,3566,8492,6675,9628,6180
+,9806,6615,102,2699,57,6715,7354,1310,4188,1852
+,1336,9084,6934,6043,4231,328,9440,5821,7966,9371
+,8697,9771,82,6123,8940,6184,8335,7251,4009,5130
+,892,4193,7786,9784,4194,8670,3378,5219,5247,1820
+,1217,2801,7659,4156,728,6284,1069,7526,106,3571
+,5139,5051,2724,9979,5292,5642,429,6008,4546,1350
+,4962,1455,5820,7350,7686,925,329,122,3941,2473
+,9781,7339,5239,5255,3858,1567,5166,9479,5962,1332
+,1701,2585,7043,4162,613,4327,7315,4470,6760,7358
+,8148,6041,7657,9894,8406,5963,3627,4497,1794,1491
+,8266,9299,8656,4315,7768,8598,3016,3642,8379,3198
+,3153,2287,7720,5256,4191,5319,5878,7070,871,8900
+,7908,7589,5255,7570,7595,5584,999,2785,2330,7269
+,6260,4759,3497,3247,50,4076,8226,7886,8991,5872
-,78,0,0,0,0,0,0,0,0,0
+,4754,6084,7597,8994,4550,4990,3119,730,2910,2261
-,331,0,0,0,0,0,0,0,0,0
-,248,0,0,0,0,0,0,0,0,0
+,6598,6095,5238,958,3534,1804,6792,8700,6502,6232
+,4008,3842,9127,1484,1877,771,8577,4315,7377,968
+,872,2887,9020,7726,4681,5757,2593,5620,5567,7767
+,5302,5547,418,3692,8679,5302,5415,7148,2282,7629
+,6777,3975,9709,6406,1830,320,8902,971,7626,7261
+,2350,3687,4245,9910,7616,2930,7279,5707,8863,643
-,459,0,0,0,0,0,0,0,0,0
+,4334,423,8043,9369,7718,4730,9774,2991,889,1696
+,6069,9728,2267,9209,4626,8239,4551,9285,3957,1079
+,7144,9570,6016,2894,5013,9772,31,6752,8611,3884
-,77,0,0,0,0,0,0,0,0,0
-,325,0,0,0,0,0,0,0,0,0
-,440,0,0,0,0,0,0,0,0,0
+,5062,7364,9321,4595,7381,2885,767,9253,7901,557
+,8570,1181,1207,1556,2502,5574,1095,1392,8189,9776
+,5704,947,1312,4872,7375,1982,5753,3070,3806,294
+,1852,7129,658,7521,6955,395,1339,3260,1296,8879
+,3648,736,3088,4240,2709,7465,1926,3517,5496,5448
+,1178,2061,2472,7360,6417,9650,508,9257,3272,3885
+,6626,6642,1363,1669,8942,6418,1986,8203,589,2634
+,4098,1993,5172,1159,6501,2749,8449,6087,5478,2777
+,7541,2524,2494,3567,4659,5695,9069,7418,2423,8250
+,8591,7677,4957,371,2586,1360,4867,1074,1079,1038
+,5205,8784,9103,885,2443,9251,5960,2797,2078,5513
